1477925621,72.094468614
1477925622,72.156619018
1477925623,72.6382846488
1477925624,72.2498446239
1477925625,71.7837165942
1477925626,63.6005800705
1477925627,64.0839721013
1477925628,62.0616176862
1477925629,64.6364201367
1477925630,73.104403597
1477925631,63.6264760721
1477925632,66.1443753884
1477925633,63.6264760721
1477925634,63.859540087
1477925635,64.4033561218
1477925636,74.3733167599
1477925637,75.1243008079
1477925638,75.8234928527
1477925639,75.9011808577
1477925640,75.8234928526
1477925641,75.8234928527
1477925642,75.5904288378
1477925643,74.7358607831
1477925644,74.5804847732
1477925645,66.5699882605
1477925646,66.0348042262
1477925647,66.811684276
1477925648,70.246302051
1477925649,77.688004963
1477925650,77.688004972
1477925651,78.0764449968
1477925652,78.3095090118
1477925653,78.3085581106
1477925654,68.5208203853
1477925655,67.8993163455
1477925657,67.4331883158
1477925658,67.5885643257
1477925659,70.2921068987
1477925660,69.2200124301
1477925661,79.9964485483
1477925662,81.0441267868
1477925663,81.9608452455
1477925664,82.8154133001
1477925665,83.5146053449
1477925666,84.2137973897
1477925667,84.9596022374
1477925668,85.1460534481
1477925669,85.1460534493
1477925670,85.689862298
1477925671,85.834112803
1477925672,86.389061526
1477925673,86.3890613378
1477925674,86.3404288378
1477925675,86.3879288378
1477925676,76.0565568676
1477925677,78.3095090118
1477925678,76.2896208826
1477925679,87.0105655687
1477925680,86.202610317
1477925681,84.6022374145
1477925682,83.28154133
1477925683,81.4170292107
1477925684,78.7756370416
1477925685,74.2696362958
1477925686,60.9073958981
1477925687,59.8197638285
1477925688,59.2759477936
1477925689,59.2759477936
1477925690,67.7439403356
1477925691,67.7439403356
1477925692,67.9770043505
1477925693,68.5208203853
1477925694,69.297700435
1477925695,70.3076444997
1477925696,70.5407085146
1477925697,69.9192044748
1477925698,68.9092604102
1477925699,67.3088875022
1477925700,66.1802517092
1477925701,65.8794246893
1477925702,65.8794282163
1477925703,66.4232442511
1477925704,59.7334438229
1477925705,60.0259477936
1477925706,67.2467371038
1477925707,66.733996271
1477925708,66.0348042262
1477925709,64.7917961467
1477925710,63.3157240522
1477925711,62.4611559975
1477925712,62.1504039698
1477925713,61.5252874456
1477925714,53.8377874456
1477925715,53.4493474208
1477925716,53.2939714108
1477925717,54.8166563083
1477925718,60.9073464108
1477925719,53.8377874456
1477925720,54.8477315103
1477925721,55.7799875699
1477925722,58.5456805469
1477925723,58.0329397141
1477925724,67.5367723223
1477925725,68.7538844003
1477925726,69.5307644499
1477925727,69.8415164698
1477925728,69.6084524549
1477925729,69.0490988192
1477925730,68.9868298633
1477925731,60.3635798633
1477925732,59.8197638285
1477925733,59.3536357986
1477925734,58.7321317588
1477925735,67.1224362958
1477925736,67.1224362958
1477925737,67.1224362958
1477925738,67.1224362958
1477925739,57.533516825
1477925740,60.969546302
1477925741,67.3000088786
1477925742,66.8116842759
1477925743,63.6264760721
1477925744,60.4412678682
1477925745,59.1982597887
1477925746,58.421379739
1477925747,58.421379739
1477925748,59.2293349907
1477925749,60.4412678682
1477925750,62.4611559975
1477925751,64.7917961467
1477925752,66.811684234
1477925753,61.7153511498
1477925754,61.140459913
1477925755,61.7619639528
1477925756,71.4039085699
1477925757,72.3275326289
1477925758,72.094468614
1477925759,71.4729645743
1477925760,70.9291485395
1477925761,70.3542573027
1477925762,69.6084524549
1477925763,69.6084524549
1477925764,69.2200124301
1477925765,68.6761963953
1477925766,67.8060907396
1477925767,66.733996271
1477925768,65.8794282163
1477925769,58.0070437124
1477925770,56.5568676196
1477925771,56.5568676196
1477925772,64.7745321455
1477925773,65.5686761964
1477925774,66.578620261
1477925775,67.7439403356
1477925776,69.2355500311
1477925777,70.2299564947
1477925778,70.2299564947
1477925779,70.2299564947
1477925780,69.453076445
1477925781,68.9869484152
1477925782,68.5208198384
1477925783,60.0259477936
1477925784,67.1224362958
1477925785,66.811684276
1477925786,66.5009322561
1477925787,66.9981354879
1477925788,67.9770043505
1477925789,68.9092543583
1477925790,69.453076445
1477925791,69.6084524549
1477925792,69.9813548788
1477925793,71.0845245494
1477925794,71.9390926041
1477925795,72.3275326289
1477925796,72.094468614
1477925797,72.094468614
1477925798,71.7837165942
1477925799,71.2399005594
1477925800,70.5407085146
1477925801,69.7638284642
1477925802,68.7639527657
1477925803,59.8197638285
1477925804,59.2759477936
1477925805,58.8098197638
1477925806,66.4318762517
1477925807,56.4680813283
1477925808,59.2914853947
1477925809,65.7694996893
1477925810,57.6444996893
1477925811,57.8775637042
1477925812,58.1883157241
1477925813,67.1224362958
1477925814,67.5885643256
1477925815,67.7439403356
1477925816,60.1477798494
