1477924044,75.046612803
1477924045,75.5904288378
1477924046,76.1342448726
1477924047,87.7701816173
1477924048,88.2535736482
1477924049,88.2535736482
1477924050,88.2535736482
1477924051,88.2535736482
1477924052,88.6420136731
1477924053,88.875077688
1477924054,88.875077688
1477924055,88.952765693
1477924056,88.875077688
1477924057,87.7563704164
1477924058,86.2336855078
1477924059,84.9251087632
1477924060,74.1821006836
1477924061,71.9390926041
1477924062,70.6960845245
1477924063,78.9310130516
1477924064,77.4549409571
1477924065,75.9788688627
1477924066,74.3940335612
1477924067,72.8713486637
1477924068,71.5506525787
1477924069,70.7725279677
1477924070,70.2299494329
1477924071,63.4555624612
1477924072,61.9950279677
1477924073,61.9950279677
1477924074,62.5388440025
1477924075,62.9272840273
1477924076,63.3157240522
1477924077,72.7781230578
1477924078,62.8606943088
1477924079,64.1702921069
1477924080,65.8172778123
1477924081,63.6264760721
1477924082,63.6264760721
1477924083,64.014916097
1477924084,64.1702921069
1477924085,64.1702921069
1477924086,65.8172778123
1477924087,63.6264760721
1477924088,72.7159723221
1477924089,72.7159723221
1477924090,73.3374766932
1477924091,73.4280298322
1477924092,64.7141081417
1477924093,65.2579241766
1477924094,65.1025481666
1477924095,64.3256681169
1477924096,63.4711000621
1477924097,64.8850217526
1477924098,62.6942200124
1477924099,62.5388440025
1477924100,62.5388440025
1477924101,62.5388440025
1477924102,71.4729645743
1477924103,71.4729645743
1477924104,71.3175885644
1477924105,70.8514605345
1477924106,70.8514604751
1477924107,62.9790760307
1477924108,62.3057799876
1477924109,62.5388440025
1477924110,62.6942200124
1477924111,65.0714729645
1477924112,63.4711000621
1477924113,62.7719080174
1477924114,62.1504039776
1477924115,70.2299564947
1477924116,62.4266279953
1477924117,70.2069608452
1477924118,70.3076444997
1477924119,70.8514605345
1477924120,71.3952765693
1477924121,71.8182445948
1477924122,72.2498446172
1477924123,72.7159726538
1477924124,73.026665087
1477924125,73.2952921069
1477924126,66.4387818521
1477924127,65.2579241766
1477924128,75.2907751043
1477924129,76.0720944686
1477924130,76.8334369174
1477924131,77.0665009323
1477924132,76.6003729024
1477924133,76.056495261
1477924134,67.7439403356
1477924135,65.8017402113
1477924136,65.8017402113
1477924137,65.9571162212
1477924138,66.3455562461
1477924139,66.811684276
1477924140,76.7902769146
1477924141,77.1441889373
1477924142,77.6871155307
1477924143,77.688004972
1477924144,77.688004972
1477924145,77.688004972
1477924146,78.2318210068
1477924147,69.6084524549
1477924148,70.4785581106
1477924149,68.9092604102
1477924150,69.0646364202
1477924151,69.0646364202
1477924152,69.0646364202
1477924153,79.5525170914
1477924154,80.0963331261
1477924155,80.484773151
1477924156,80.9509011809
1477924157,81.7277812306
1477924158,82.5046612803
1477924159,83.1779573234
1477924160,83.8408949658
1477924161,84.5245494096
1477924162,84.5245494096
1477924163,84.9596022374
1477924164,84.6022374146
1477924165,84.5244807334
1477924166,73.9589807334
1477924167,73.7259167185
1477924168,75.015537601
1477924169,72.3275326289
1477924170,71.7837165942
1477924171,82.5219252814
1477924172,82.6600372902
1477924173,83.12616532
1477924174,74.0280367378
1477924175,83.9030453698
1477924176,84.3691733997
1477924177,84.4623990056
1477924178,83.6699813549
1477924179,83.28154133
1477924180,83.28154133
1477924181,83.28154133
1477924182,83.6699813549
1477924183,84.0584213798
1477924184,84.5245494096
1477924185,85.2082031044
1477924186,85.671612803
1477924187,75.5904288378
1477924188,75.5904288378
1477924189,75.5904288378
1477924190,86.3890615289
